p.case_id,c.name,c.dimension
197,uses privacy at times (hides details to protect self),disability
197,"\""Identity is weird and complicated. I think that we, as a society, need to give people more grace and understanding as they explore their identity.\""",identity_reflection
197,masks,neurodiversity
197,isolates or withdraws,age
197,isolates or withdraws,class
197,used to fight it,age
197,guards,disability
197,guards communication,neurodiversity
197,observes everyday sexism at work,gender
197,observes men talking over and interrupting women,gender
197,serves as witness to sexist situations informally and formally,gender
197,experiences pronoun use as indecisive,pronouns
197,finds people rarely use 'they',pronouns
197,queer friends,identity_affinities
197,makes no assumptions and relies on individuals to share name and pronouns,lgbtqia
197,experiences/observes age discrimination at work,age
197,resists pressures,age
197,avoids frictions,class
197,confronts problems,race-ethnicity
197,helps people,race-ethnicity
197,hides whole self,disability
197,hides whole self,neurodiversity
197,avoids frictions,neurodiversity
197,experiences/observes gender discrimination,gender
197,helps people,gender
197,respects people,lgbtqia
197,uses privacy at times (hides details or protects self),age
197,avoids frictions,age
197,uses privacy (hides details to protect self),class
197,uses privacy (hides details or protects self),neurodiversity
197,sets boundaries,class
197,considers pronoun use through lens of self and others,pronouns
197,disassociates or disengages,class
197,supports wronged party or victim,race-ethnicity
197,disassociates or disengages,age
197,pronouns feel awkward,pronoun_feelings
197,saves food,class
197,masks,disability
197,stays quiet,age
197,negative feelings,pronoun_feelings
197,avoids harmful situations,class
197,observes deadnames in systems. observes lgbtqia+ discrimination,lgbtqia
198,uses privacy at times (hides details to protect self),race-ethnicity
198,hides lgbtqia+ identity as needed,lgbtqia
198,masks,neurodiversity
198,pronouns feel normal or normalizing,pronoun_feelings
198,"\""identity is a personal journey and no one should try to conform to certain ideas\""",identity_reflection
198,neurodivergent people,identity_affinities
198,experiences pronoun use as easier online,pronouns
198,hides pronouns,gender
198,seeks same respect given to cis people,gender
198,code-switches,class
198,experiences/observes no religious discrimination,religion
198,hides whole self,age
198,assimilates into dominant culture,class
198,hides whole self,race-ethnicity
198,hides whole self,neurodiversity
198,avoids frictions,neurodiversity
198,isolates or withdraws,gender
198,hides whole self,gender
198,experiences/observes gender discrimination,gender
198,manages difficult situations,lgbtqia
198,hides whole self,lgbtqia
198,uses privacy at times (hides details to protect self),lgbtqia
198,avoids friction,lgbtqia
198,uses privacy at times (hides details or protects self),age
198,shares age to signal maturity,age
198,ambivalent feelings,pronoun_feelings
198,remains closeted as needed,lgbtqia
198,adapts attitudes or behaviors to situation,lgbtqia
198,uses privacy (hides details or protects self),neurodiversity
198,controls impressions using clothing or makeup,class
198,isolates or withdraws,neurodiversity
198,experiences being asian and adopted by white family,race-ethnicity
198,hides adopted status around asian peers,race-ethnicity
198,stays quiet to avoid attention,race-ethnicity
178,"thought \""awkward because i don't understand the protocol and etiquette of when/how to ask someone's pronouns\""",pronoun_feelings
178,blends in,race-ethnicity
178,resists or confronts class discrimination,class
178,does not generally share own pronouns,pronouns
178,"\""It's sad that not everyone can feel comfortable being themselves.\""",identity_reflection
178,masks,neurodiversity
178,uses self-confidence,class
178,"family, teaching",identity_affinities
178,fears antisemitism,religion
178,experiences/observes age discrimination at school,age
178,"believes \""if someone is being obviously bullied or discriminated against then someone needs to call it out\""",gender
178,hides whole self,age
178,resists pressures,class
178,confronts problems,class
178,assimilates into dominant culture,race-ethnicity
178,sets boundaries,age
178,avoids frictions,religion
178,hides whole self,religion
178,confronts problems,disability
178,hides whole self,neurodiversity
178,avoids frictions,neurodiversity
178,ignores people,lgbtqia
178,uses privacy at times (hides details or protects self),age
178,passes,race-ethnicity
178,fears,religion
178,ambivalent feelings,pronoun_feelings
178,uses privacy (hides details or protects self),neurodiversity
178,confronts ableism and bullying,disability
178,uses privacy at times (hides details to protect self),religion
178,deals with aggression or hate or homophobia,lgbtqia
178,pronouns feel awkward,pronoun_feelings
178,pronoun practices need better methods or etiquette,pronoun_feelings
178,experiences or expresses distress related to religion,religion
178,stays quiet,age
188,positive feelings,pronoun_feelings
188,hides lgbtqia+ identity as needed,lgbtqia
188,"thought \""theyre fine but the dog/dogself is kinda insane like i'm not doing that sorry i can deal with they/them but not cloud/cloudself.\""",pronoun_feelings
188,shares pronouns online,pronouns
188,pronouns feel fine,pronoun_feelings
188,"\""cloud/cloudself, frog/frogself is stupid. youre a human, not an object. i am liberal, and gay. i hope this doesn't make me homophobic. i also hate when straight men say some shit like \""being gay is mental illness.\"" Its sick how they think like that.\""",identity_reflection
188,takes care of disabled friend,disability
188,"deals with it \""by not giving a shiiii and telling them to go rot\""",lgbtqia
188,observes transphobia misgendering and bullying online,gender
188,observes slander over pronoun use,pronouns
188,WWE,identity_affinities
188,experiences/observes no religious discrimination,religion
188,experiences/observes ableism,disability
188,experiences/observes no neurodiversity discrimination,neurodiversity
188,hides whole self,age
188,experiences/observes gender discrimination,gender
188,manages difficult situations,lgbtqia
188,hides whole self,lgbtqia
188,uses privacy at times (hides details to protect self),lgbtqia
188,confronts problems,lgbtqia
188,resists pressures,lgbtqia
188,uses privacy at times (hides details or protects self),age
188,makes fun or jokes around,class
188,experiences pronoun use as useful,pronouns
188,deals with mean jokes or slurs,disability
188,fears,lgbtqia
188,seeks safety,lgbtqia
188,deals with mean jokes or slurs,lgbtqia
188,adapts attitudes or behaviors to situation,lgbtqia
188,considers pronoun use through lens of self and others,pronouns
188,fears bullying or violence,lgbtqia
188,deals with aggression or hate or homophobia,lgbtqia
188,hides age or birthday,age
207,positive feelings,pronoun_feelings
207,"thought \""i appreciate that people feel comfortable enough to tell me about themselves\""",pronoun_feelings
207,"\""I think there are superficial moments we have with people all the time: the bus driver, the TSA agent, etc. If I am having more than a passive interaction with a person, I think a good community should care enough to acknowledge and appreciate people's identity.\""",identity_reflection
